ISIN,Security Name,BSE,NSE,Alias name
INE901C01017,Thirani Projects Limited,538464,,
INE338A01024,Thirumalai Chemicals Limited,500412,TIRUMALCHM,
INE332A01027,Thomas Cook  (India)  Limited,500413,THOMASCOOK,
INE480M01011,Thomas Scott (India) Limited,533941,THOMASCOTT,
INE0UK501010,THREE M PAPER BOARDS LIMITED,544214,,
INE628D01014,THRIVE FUTURE HABITATS LIMITED,523120,,
INE594H01019,Thyrocare Technologies Limited,539871,THYROCARE,
INE05CY01014,Tierra Agrotech Limited,543531,,
INE906O01029,Tiger Logistics (India) Limited,536264,TIGERLOGS,
INE440L01017,Tijaria Polypipes Limited,533629,TIJARIA,
INE806C01018,TIL Limited,505196,TIL,
INE026L01022,Tilak Ventures Limited,503663,,
INE133E01013,Tilaknagar Industries Limited,507205,TI,
INE508G01029,Time Technoplast Limited,532856,TIMETECHNO,
INE0B6101012,Times Green Energy (India) Limited,543310,,
INE064A01026,Timex Group India Limited,500414,TIMEX,
INE325A01013,Timken India Limited,522113,TIMKEN,
INE015C01016,Tinna Rubber and Infrastructure Limited,530475,TINNARUBR,
INE1U6D01014,Tipco Engineering India Limited,544740,,
INE0LQS01015,Tips Films Limited,543614,TIPSFILMS,
INE716B01029,Tips Music Limited,532375,TIPSMUSIC,
INE008N01018,Tirth Plastic Ltd.,526675,,
INE027S01017,Tirupati Fin-Lease Ltd.,539488,,
INE115G01015,TIRUPATI FOAM LIMITED,540904,,
INE319Y01024,Tirupati Forge Limited,,TIRUPATIFL,
INE812Q01016,TIRUPATI INNOVAR LIMITED,539040,,
INE297J01023,Tirupati Sarjan Ltd.,531814,,
INE314D01011,Tirupati Starch & Chemicals Ltd.,524582,,
INE120V01014,Titaanium Ten Enterprise Limited,539985,,
INE615H01020,TITAGARH RAIL SYSTEMS LIMITED,532966,TITAGARH,
INE150C01029,Titan Bio-Tech Ltd.,524717,,
INE280A01028,Titan Company Limited,500114,TITAN,
INE807M01031,TITAN INTECH LIMITED,521005,,
INE090D01017,Titan Securities Ltd.,530045,,
INE747V01014,Tivoli Construction Ltd.,511096,,
INE546D01018,Tokyo Finance Ltd.,531644,,
INE932C01012,Tokyo Plast International Limited,500418,TOKYOPLAST,
INE0RWQ01014,Tolins Tyres Limited,544254,TOLINS,
INE135H01029,TOMORROW TECHNOLOGIES GLOBAL INNOVATIONS LIMITED,512018,,
INE685A01028,Torrent Pharmaceuticals Limited,500420,TORNTPHARM,
INE813H01021,Torrent Power Limited,532779,TORNTPOWER,
INE0XAY01012,TOSS THE COIN LIMITED,544303,,
INE336X01012,Total Transport Systems Limited,,TOTAL,
INE486Y01013,Touchwood Entertainment Limited,,TOUCHWOOD,
INE305A01023,Tourism Finance Corporation of India Limited,526650,TFCILTD,Tourism Finance Corpn. Of India Ltd
INE457P01020,TOYAM SPORTS LIMITED,538607,,
INE578C01021,TPI India Ltd.,500421,,
INE413G01022,TPL Plastech Limited,526582,TPLPLASTEH,
INE0HMF01019,Tracxn Technologies Limited,543638,TRACXN,
INE961E01017,Trade Wings Ltd.,509953,,
INE819G01012,TRADEWELL HOLDINGS LIMITED,531203,,
INE502D01011,TRANS INDIA HOUSE IMPEX LIMITED,523752,,
INE360D01014,Trans-Freight Containers Ltd.,513063,,
INE019B01010,Transchem Limited.,500422,,
INE330E01023,Transcorp International Ltd.,532410,,
INE763I01026,Transformers And Rectifiers (India) Limited,532928,TARIL,
INE773D01018,Transgene Biotek Ltd.,526139,,
INE213P01027,Transglobe Foods Ltd.,519367,,
INE0O3901029,Transindia Real Estate Limited,543955,TREL,
INE074J01018,Transoceanic Properties Ltd.,509003,,
INE06YD01010,Transpact Enterprises Limited,542765,,
INE687A01016,Transpek Industry Limited,506687,TRANSPEK,
INE688A01022,Transport Corporation of India Limited,532349,TCI,
INE454P01035,Transrail Lighting Limited,544317,TRANSRAILL,
INE0MPU01011,TRANSVOY LOGISTICS INDIA LIMITED,543754,,
INE804H01012,Transwarranty Finance Limited,532812,TFL,
INE757B01015,TRANSWORLD SHIPPING LINES LIMITED,520151,TRANSWORLD,
INE0BIW01023,TRANWAY21 TECHNOLOGIES LIMITED,542923,,
INE103V01028,Travel Food Services Limited,544443,TRAVELFOOD,
INE0SG001011,Travels & rentals Limited,544242,,
INE040M01013,Tree House Education & Accessories Limited,533540,TREEHOUSE,
INE00CA01015,TREJHARA SOLUTIONS LIMITED,542233,TREJHARA,
INE849A01020,Trent Limited,500251,TRENT,Trent Ltd [Lakme Ltd]
INE088D01011,TRESCON LIMITED,532159,,
INE391D01019,TRF Limited,505854,TRF,
INE760L01018,Tribhovandas Bhimji Zaveri Limited,534369,TBZ,
INE843F01014,Tricom Fruit Products Limited,531716,,
INE0MKA01014,Trident Lifeline Limited,543616,,
INE064C01022,Trident Limited,521064,TRIDENT,
INE071Y01013,Trident Texofab Limited,540726,,
INE948A01012,Trigyn Technologies Limited,517562,TRIGYN,
INE778N01016,TRILIANCE POLYMERS LIMITED,509046,,
INE884X01011,Trinity League India Limited,531846,,
INE234G01022,Trio Mercantile & Trading Limited,534755,,
INE331E01013,Triochem Products Ltd.,512101,,
INE238C01022,Trishakti Industries Limited,531279,,
INE440G01017,Triton Valves Ltd.,505978,,
INE382B01012,Triumph International Finance India,532131,,
INE256C01024,Triveni Engineering & Industries Limited,532356,TRIVENI,
INE916P01025,Triveni Enterprises Limited,538569,,
INE094C01011,Triveni Glass Ltd.,502281,,
INE152M01016,Triveni Turbine Limited,533655,TRITURBINE,
INE0MWH01014,TruAlt Bioenergy Limited,544545,TRUALT,
INE615R01029,TruCap Finance Limited,540268,TRU,
INE1LDV01015,TRUE COLORS LIMITED,544531,,
INE672K01025,TRUE GREEN BIO ENERGY LIMITED,533407,,
INE398H01015,Trustedge Capital Limited,532056,,
INE202Z01029,TSF INVESTMENTS LIMITED,,TSFINV,
INE404F01031,TTI Enterprise Limited,538597,,
INE910C01018,TTK Healthcare Limited,507747,TTKHLTCARE,
INE690A01028,TTK Prestige Limited,517506,TTKPRESTIG,
INE664X01025,TTL ENTERPRISES LIMITED,514236,,
INE974X01010,Tube Investments of India Limited,540762,TIINDIA,
INE276N01011,Tulasee Bio-Ethanol Ltd.,524514,,
INE637D01015,Tulive Developers Limited,505285,,
INE463D01016,Tulsyan NEC Ltd,513629,,
INE560D01027,Tuni Textile Mills Ltd.,531411,,
INE319M01011,TUSALDAH LIMITED,531301,,
INE400A01014,TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,506808,,
INE038F01029,TV Today Network Limited,532515,TVTODAY,T.V.Today Network Limited
INE871L01013,TV Vision Limited,540083,TVVISION,
INE236G01019,TVS Electronics Limited,532513,TVSELECT,
INE105A01035,TVS Holdings Limited,520056,TVSHLTD,
INE494B01023,TVS Motor Company Limited,532343,TVSMOTOR,
INE421C01016,TVS Srichakra Limited,509243,TVSSRICHAK,
INE395N01027,TVS Supply Chain Solutions Limited,543965,TVSSCS,
INE388G01026,Twamev Construction and Infrastructure Limited,532738,TICL,
INE436U01016,Twin Roses Trades & Agencies Ltd.,512117,,
INE443B01012,Tyche Industries Ltd.,532384,,
INE761R01013,Typhoon Financial Services Limited,539468,,
INE2L3M01012,Typhoon Holdings Ltd.,512307,,
INE945B01016,Tyroon Tea Co. Ltd.,526945,,
INE556Z01010,U. H. ZAVERI LIMITED,541338,,
INE152C01025,U. Y. Fincorp Limited,530579,UYFINCORP,
INE726E01014,U.P. Hotels Ltd.,509960,,
INE139B01016,UCAL LIMITED,500464,UCAL,
INE691A01018,UCO Bank,532505,UCOBANK,
INE551B01012,Uday Jewellery Industries Limited.,539518,,
INE0N0Y01013,Udayshivakumar Infra Limited,543861,USK,
INE516A01017,UFLEX Limited,500148,UFLEX,
INE832E01010,UFM Industries Ltd,531610,,
INE527H01019,UFO Moviez India Limited,539141,UFO,
INE583D01011,Ugro Capital Limited,511742,UGROCAP,
INE0YZ901011,UHM Vacation Limited,544779,,
INE899L01030,Ujaas Energy Limited,533644,UEL,
INE551W01018,Ujjivan Small Finance Bank Limited,542904,UJJIVANSFB,
INE010R01023,Ultracab (India) Limited,538706,,
INE405A01021,Ultramarine & Pigments Limited,506685,ULTRAMAR,
INE481G01011,UltraTech Cement Limited,532538,ULTRACEMCO,
INE0GIU01018,Uma Exports Limited,543513,UMAEXPORTS,
INE398B01018,UMIYA BUILDCON LIMITED,532376,UMIYA-MRO,
INE1P1A01018,Umiya Mobile Limited,544464,,
INE173U01015,Umiya Tubes Limited,539798,,
INE361D01012,Uni-Abex Alloy Products Ltd.,504605,,
INE351A01035,Unichem Laboratories Limited,506690,UNICHEMLAB,
INE250G01010,Unick Fix-A- Form and Printers Limited,541503,,
INE00U401027,Unicommerce Esolutions Limited,544227,UNIECOM,
INE1ABX01018,UNIFIED DATA TECH SOLUTIONS LIMITED,544406,,
INE926R01012,UNIFINZ CAPITAL INDIA LIMITED,541358,,
INE481Z01011,Uniinfo Telecom Services Limited,,UNIINFO,
INE130N01010,Unijolly Investments Co. Ltd.,503671,,
INE0U3I01011,Unimech Aerospace and Manufacturing Limited,544322,UNIMECH,
INE692A01016,Union Bank of India,532477,UNIONBANK,
INE244O01017,Uniparts India Limited,543689,UNIPARTS,
INE037A01022,Uniphos Enterprises Limited,500429,UNIENTER,
INE448F01012,Unipro Technologies Limited,540189,,
INE333E01019,Unique Organics Ltd.,530997,,
INE980D01019,Uniroyal Industries Ltd,521226,,
INE602H01010,Uniroyal Marine Exports Ltd.,526113,,
INE1FHV01026,UNISEM AGRITECH LIMITED,544648,,
INE210P01015,Unishire Urban Infra Limited,537582,,
INE099D01026,Unison Metals Ltd,538610,,
INE929K01011,Unitech International Ltd,531867,,
INE694A01020,Unitech Limited,507878,UNITECH,
INE686F01025,United Breweries Limited,532478,UBL,
INE0S0I01011,United Cotfab Limited,544195,,
INE858C01027,United Credit ltd.,531091,,
INE961D01019,United Drilling Tools Limited,522014,UNIDT,
INE382M01027,United Foodbrands Limited,543283,UFBL,
INE706D01018,United Interactive Limited,502893,,
INE357P01014,United Leasing & Industries Ltd,507808,,
INE368U01029,United Polyfab Gujarat Limited,544756,UNITEDPOLY,
INE854D01024,United Spirits Limited,532432,UNITDSPR,
INE890G01047,United Van Der Horst Ltd.,522091,,
INE562X01013,Univastu India Limited,,UNIVASTU,
INE464B01018,Universal Arts Ltd,532378,,
INE203T01012,Universal Autofoundry Limited,539314,,
INE279A01012,Universal Cables Limited,504212,UNIVCABLES,
INE113E01015,Universal Starch-Chem Allied Ltd.,524408,,
INE03V001013,Universus Photo Imagings Limited,542933,UNIVPHOTO,
INE728J01019,Uniworth Securities Limited,512408,,
INE576D01015,Unjha Formulations Ltd.,531762,,
INE405E01023,UNO Minda Limited,532539,UNOMINDA,
INE851I01011,Updater Services Limited,543996,UDS,
INE628A01036,UPL Limited,512070,UPL,
INE890B01014,Upsurge Investment And Finance Ltd.,531390,,
INE904R01027,UR SUGAR INDUSTRIES LIMITED,539097,,
INE568Z01015,Uravi Defence and Technology Limited,543930,URAVIDEF,
INE0CAZ01013,Urban Company Limited,544515,URBANCO,
INE550C01020,Urja Global Limited,526987,URJA,
INE718B01017,USG Tech Solutions Ltd,532402,,
INE240C01028,Usha Martin Education & Solutions Limited,532398,UMESLTD,
INE228A01035,Usha Martin Limited,517146,USHAMART,
INE697C01011,Ushakiran Finance Ltd.,511507,,
INE094J01016,UTI Asset Management Company Limited,543238,UTIAMC,
INF789FB1X58,UTI Mutual Fund,539312,,
INF789F1AZC0,UTI Mutual Fund,539313,,
INF789F1AUW9,UTI Mutual Fund,540669,,
INF789F1AUU3,UTI Mutual Fund,542513,,
INF789F1AUV1,UTI Mutual Fund,543226,,
INF789F1AYX9,UTI Mutual Fund,543975,,
INF789F1AZD8,UTI Mutual Fund,544102,,
INE096A01010,UTIQUE ENTERPRISES LIMITED,500014,,
INE735W01017,Utkarsh Small Finance Bank Limited,543942,UTKARSHBNK,
INE184E01024,UTL Industries Limited,500426,,
INE786F01031,Uttam Sugar Mills Limited,532729,UTTAMSUGAR,
INE528C01018,UVS HOSPITALITY AND SERVICES LIMITED,531652,,
INE334E01017,V B INDUSTRIES LIMITED,539123,,
INE06LG01010,V R FILMS & STUDIOS LIMITED,542654,,
INE951I01027,V-Guard Industries Limited,532953,VGUARD,
INE665J01013,V-Mart Retail Limited,534976,VMART,
INE848D01018,V.B.Desai Financial Services Ltd,511110,,
INE764D01017,V.S.T Tillers Tractors Limited,531266,VSTTILLERS,
INE945H01021,V2 Retail Limited,532867,V2RETAIL,
INE956G01038,VA Tech Wabag Limited,533269,WABAG,
INE418B01048,Vaarad Ventures Ltd,532320,,
INE693D01018,Vadilal Enterprises Ltd.,519152,,
INE694D01016,Vadilal Industries Limited,519156,VADILALIND,
INE0H3U01013,Vahh Chemicals Limited,544778,,
INE884A01027,Vaibhav Global Limited,532156,VAIBHAVGBL,
INE972X01022,Vaishali Pharma Limited,,VAISHALI,
INE116E01018,Vaishno Cement Co. Ltd.,526941,,
INE051B01021,Vakrangee Limited,511431,VAKRANGEE,
INE130701019,Valencia India Limited,544433,,
INE08RT01016,Valencia Nutrition Limited,542910,,
INE760B01019,Valiant Communications Ltd.,526775,,
INE0JWS01017,Valiant Laboratories Limited,543998,VALIANTLAB,
INE565V01010,Valiant Organics Limited,540145,VALIANTORG,
INE457E01016,Vallabh Steels ltd,513397,,
INE834E01016,Valley Magnesite Company Limited,539543,,
INE879I01012,Valor Estate Limited,533160,DBREALTY,
INE0QP701017,Valplast Technologies Limited,544565,,
INE808A01018,Valson Industries Ltd.,530459,,
INE685D01022,Vama Industries Limited,512175,,
INE380C01014,Vamshi Rubber Ltd.,530369,,
INE0RDJ01019,VANDAN FOODS LIMITED,544436,,
INE661Q01017,Vani Commercials Limited,538918,,
INE695X01011,Vanta Bioscience Limited,540729,,
INE427T01025,Vantage Knowledge Academy Limited,539761,,
INE464D01014,VAPI ENTERPRISE LIMITED,502589,,
INE128G01018,Vardhan Capital & Finance Limited,542931,,
INE116G01013,Vardhman Acrylics Limited,,VARDHACRLC,
INE701A01023,Vardhman Holdings Limited,500439,VHL,
INE835A01029,Vardhman Polytex Limited,514175,VARDMNPOLY,
INE050M01012,Vardhman Special Steels Limited,534392,VSSL,
INE825A01020,Vardhman Textiles Limited,502986,VTL,Vardhman Textiles Limted
INE717F01028,VARIMAN GLOBAL ENTERPRISES LIMITED,540570,,
INE665L01035,Varroc Engineering Limited,541578,VARROC,
INE200M01039,Varun Beverages Limited,540180,VBL,
INE442U01014,Varun Mercantile Ltd.,512511,,
INE273D01027,VARVEE GLOBAL LIMITED,514274,VGL,
INE0R6801013,VARYAA CREATIONS LIMITED,544168,,
INE893I01013,Vascon Engineers Limited,533156,VASCONEQ,
INE0WRP01016,VASHISHTHA LUXURY FASHION LIMITED,544508,,
INE147C01017,VASHU BHAGNANI INDUSTRIES LIMITED,532011,,
INE406F01010,Vasundhara Rasayans Ltd.,538634,,
INE590L01019,Vaswani Industries Limited,533576,VASWANI,
INE560T01015,Vaxfab Enterprises Limited,542803,,
INE098201036,Vaxtex Cotfab Limited,,VCL,
INE962O01014,VCU Data Management Limited,536672,,
INE0NC801013,VEDANT ASSET LIMITED,543623,,
INE825V01034,Vedant Fashions Limited,543463,MANYAVAR,
INE1CDF01017,Vedanta Aluminium Metal Limited,544780,VAML,
INE1CLE01013,Vedanta Iron and Steel Limited,544784,VISL,
INE205A01025,Vedanta Limited,500295,VEDL,
INE704J01044,Vedanta Oil and Gas Limited,544782,VOGL,
INE694L01019,Vedanta Power Limited,544781,VEDPOWER,
INE359B01010,VEDAVAAG Systems Limited,533056,,
INE484C01030,Veedol Corporation Limited,590005,VEEDOL,
INE0Q0M01015,VEEFIN SOLUTIONS LIMITED,543931,,
INE466D01019,Veejay Lakshmi Engineering Works Lt,522267,,
INE255E01030,Veer Energy & Infrastructure Limited,503657,,
INE244W01010,Veer Global Infraconstruction Limited,543241,,
INE882C01035,Veerhealth Care Limited,511523,,
INE0ID001024,Veerkrupa Jewellers Limited,543545,,
INE603D01017,VEGA JEWELLERS LIMITED,512026,,
INE1L3801017,Vegorama Punjabi Angithi Limited,544765,,
INE548D01014,Velan Hotels Ltd.,526755,,
INE232E01013,Veljan Denison Limited,505232,VELJAN,
INE092P01017,Velox Shipping and Logistics Limited,506178,,
INE398A01010,Venky's (India) Limited,523261,VENKEYS,
INE204D01022,Venlon Enterprises Ltd.,524038,,
INE154G01022,Venmax Drugs And Pharmaceuticals Ltd,531015,,
INE781S01027,Ventive Hospitality Limited,544321,VENTIVE,
INE139J01019,Ventura Guaranty Ltd.,512060,,
INE810C01044,Ventura Textiles Ltd.,516098,,
INE0JA001018,Venus Pipes & Tubes Limited,543528,VENUSPIPES,
INE411B01019,Venus Remedies Limited,526953,VENUSREM,
INE0IQ001011,Veranda Learning Solutions Limited,543514,VERANDA,
INE379J01029,Veritas (India) Limited,512229,,
INE316D01024,Vertex Securities Ltd.,531950,,
IN9316D01014,Vertex Securities Ltd.,890234,,
INE188Y01031,Vertoz Limited,,VERTOZ,
INE386A01023,Vesuvius India Limited,520113,VESUVIUS,
INE918N01018,Veto Switchgears And Cables Limited,539331,VETO,
INE0QTF01015,Vibhor Steel Tubes Limited,544124,VSTL,
INE761Q01015,Vibrant Global Capital Limited,538732,,
INE048C01025,Viceroy Hotels Limited,523796,VHLTD,
INE203D01016,Victoria Mills Ltd.,503349,,
INE632C01026,Vidhi Specialty Food Ingredients Limited,531717,VIDHIING,
INE14UN01029,Vidya Wires Limited,544633,VIDYAWIRES,
INE362D01010,Vijay Solvex Ltd.,531069,,
INE043W01024,Vijaya Diagnostic Centre Limited,543350,VIJAYA,
INE159N01027,Viji Finance Limited,537820,VIJIFIN,
INE186E01011,Vikalp Securities Ltd.,531334,,
INE806A01020,Vikas EcoTech Limited,530961,VIKASECO,
INE161L01027,Vikas Lifecare Limited,542655,VIKASLIFE,
INE767B01022,VIKAS PROPPANT & GRANITE LTD.,531518,,
INE706A01022,Vikas WSP Ltd.,519307,,
INE0NR501012,VIKRAM AROMA LIMITED,544371,,
INE564S01019,VIKRAM KAMATS HOSPITALITY LIMITED,539659,,
INE078V01014,Vikram Solar Limited,544488,VIKRAMSOLR,
INE337E01010,Vikram Thermo (India) Ltd.,530477,,
INE01R501028,Vikran Engineering Limited,544496,VIKRAN,
INE965V01020,Viksit Engineering Ltd,506196,,
INE579C01029,Vimta Labs Limited,524394,VIMTALABS,
INE410B01037,Vinati Organics Limited,524200,VINATIORGA,
INE581M01016,VINAYAK POLYCON INTERNATIONAL LIMITED,534639,,
INE132V01019,Vinayak Vanijya Ltd.,512517,,
INE707A01012,Vindhya Telelinks Limited,517015,VINDHYATEL,
INE505Y01010,Vineet Laboratories Limited,543298,VINEETLAB,
INE01KI01027,Vinny Overseas Limited,543670,VINNY,
INE498Q01014,Vintage Coffee And Beverages Limited,538920,VINCOFE,
INE153C01015,Vintage Securities Ltd.,531051,,
INE250B01029,Vinyl Chemicals (India) Limited,524129,VINYLINDIA,
INE526H01011,Vinyoflex Ltd.,530401,,
INE450G01024,VIP Clothing Limited,532613,VIPCLOTHNG,
INE054A01027,VIP Industries Limited,507880,VIPIND,V.I.P. Industries Ltd.
INE660D01017,Vippy Spinpro Ltd.,514302,,
INE946H01037,Vipul Limited,511726,VIPULLTD,
INE834D01018,Vipul Organics Limited,530627,,
INE607V01028,Viram Suvarn Limited,540252,,
INE295C01014,Virat Crane Industries Ltd,519457,,
INE467D01017,Virat Industries Ltd.,530521,,
INE347L01022,Virat Leasing Limited,539167,,
INE400B01020,Virgo Global Limited,532354,,
INE539B01017,Virinchi Limited,532372,VIRINCHI,
INE247C01023,VIRTUAL GLOBAL EDUCATION LTD.,534741,,
INE0I0T01010,Virtuoso Optoelectronics Limited,543597,,
INE661K01010,VIRYA RESOURCES LIMITED,512479,,
INE286H01012,VISA Chrome Limited,532721,VISACHROME,
INE309H01038,Visagar Financial Services Ltd,531025,,
INE370E01029,Visagar Polytex Limited,506146,VIVIDHA,
INE392A01021,Visaka Industries Limited,509055,VISAKAIND,
INE060T01024,Vishal Bearings Limited,539398,,
INE755Q01025,Vishal Fabrics Limited,538598,,
INE01EA01019,Vishal Mega Mart Limited,544307,VMM,
INE270I01022,Vishnu Chemicals Limited,516072,VISHNU,
INE0AE001013,Vishnu Prakash R Punglia Limited,543974,VPRPL,
INE762D01011,VISHVPRABHA VENTURES LIMITED,512064,,
INE430N01022,Vishwaraj Sugar Industries Limited,542852,VISHWARAJ,
INE515B01025,Vision Cinemas Limited,526441,,
INE661D01015,Vision Corporation Ltd.,531668,,
INE427C01021,Vista Pharmaceuticals Ltd.,524711,,
INE878P01019,Vistar Amar Limited,538565,,
INE0L4K01016,Vital Chemtech Limited,,VITAL,
INE0PA601017,Vivaa Tradecom Limited,544002,,
INE299W01022,Vivanta Industries Limited,541735,,
INE984E01035,Vivanza Biosciences Limited,530057,,
INE0MEG01014,Viviana Power Tech Limited,,VIVIANA,
INE737C01023,Vivid Global Industries Limited,524576,,
INE647Z01025,VIVID MERCANTILE LIMITED,542046,,
INE526G01021,Vivimed Labs Limited,532660,VIVIMEDLAB,
INE380K01017,Vivo Bio tech Ltd.,511509,,
INE807F01027,Viyash Scientific Limited,512529,VIYASH,
INE117F01013,VJTF Eduservices Limited,509026,,
INE03HW01020,VL E-Governance & IT Solutions Limited,543958,VLEGOV,
INE709A01018,VLS Finance Limited,511333,VLSFINANCE,
INE932K01015,VMS INDUSTRIES LIMITED,533427,,
INE0SJA01013,VMS TMT Limited,544521,VMSTMT,
INE669E01016,Vodafone Idea Limited,532822,IDEA,
INE285C01015,Voith Paper Fabrics India Ltd,522122,,
INE763D01019,Voltaire Leasing & Finance Ltd.,509038,,
INE540H01012,Voltamp Transformers Limited,532757,VOLTAMP,
INE226A01021,Voltas Limited,500575,VOLTAS,
INE0S2V01010,Vraj Iron and Steel Limited,544204,VRAJ,
INE366I01010,VRL Logistics Limited,539118,VRLLOG,
INE0OMZ01013,Vruddhi Engineering Works Limited,544157,,
INE0Q6901013,Vrundavan Plantation Limited,544011,,
INE489F01016,VSD Confin ltd.,531696,,
INE923K01014,VSF Projects Limited,519331,,
INE710A01016,VST Industries Limited,509966,VSTIND,
INE222F01029,VTM Ltd,532893,,
INE0MNP01016,VVIP Infratech Limited,544219,,
INE756A01019,VXL Instruments Ltd.,517399,,
INE100D01014,W S Industries (I) Limited,504220,WSI,W.S. Industries (India) Ltd.
INE855A01019,W.H. Brady & Co. Ltd.,501391,,
INE799N01012,Waa Solar Limited,541445,,
INE377N01017,Waaree Energies Limited,544277,WAAREEENER,
INE299N01021,Waaree Renewable Technologies Limited,534618,WAAREERTL,
INE725P01012,WAAREE TECHNOLOGIES LIMITED,539337,,
INE786K01023,Wagend Infra Venture Limited,503675,,
